text,label
"국민 90%가 중소기업에 근무하는데, 중소기업도 강제로 하게 법좀 바꾸고, 지원도 팍팍좀 해줘라.. 꼴랑 30만원이 뭐냐..",1
JTBC랑 SBS빼고는 다 병신인 듯,1
변명 핑계 집어치우고 다 폐기해라,1
일베왜안돼지!!!,1
댓글 수준보소... 여성 댓글율이 높은만큼 댓글의 품질도 떨어지네,1
개집은 16강이 딱이야,1
나쁜년 빨리 처벌해라.,1
뒤늦은 결단 아무소용없다. 탄핵이 기다리고있다..,1
동성애자들은 죽여도된다.,1
서용빈 화이팅~!!!!!,0
근혜야 니가 인간이냐,1
댓글들에 먼 알바색히들이 이래 많나..저 분지는 아직도 덜 탓어..정화의 불로 다 태워 읍얘야데는데..,1
포켓몬고 대박 ㅋㅋ,0
1월까지 탄핵결정안되면 헌법재판소로 횟불을 갑시다,1
예디 누나 생일 축하드려요,0
ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 닥그네아줌마 말하면서 수심이 그득하네 ㅋㅋㅋㅋ 간만에 보네 ㅋ,1
 양현종 하나 데려온다고 지금 있는 팀이 확 잘하는 것도 아니다.,1
메쟈 미련 많았을텐데 큰 결단 해줘서 참 고맙습니다.,0
 나한테 방법없다고 금액조정하거나 합의해서 받던지 하라고하고 노동청에서 해주는거 없음.,1
크레용팝 진짜오랜만이다 화이팅,0
민재형님 고맙심더 다시와줘서,0
다들 힘내시길 바래요 ㅠ,0
 확 죽여버릴라0,1
선물은 받으셨죠?? ㅋㅋ,0
지잡대 나온 못생긴 무식한 ㄴ 이 가르치려 들고 꼰대질에 정치판에 기웃거리기까지 진짜 극혐이다,1
이딴새끼는 역적이다 신상공개해라,1
이런 자가 법으로 범죄인을 단죄할 수 있을까? 그냥 파면 시켜라!,1
앞으로도좋은 활동 부탁드려요♡♡,0
자기 종교에 미.쳐서 남한테 강요하는 종교들은 다 쓰레기라고 본다,1
기자들 맨유진짜이용해먹는듯 쓸내용없으면.....,1
와 진짜열받네요,1
정당한 시청자의 지적을 꼬였다고 표련하는 박신혜 팬들 수준도 알만하다,1
유재석 오라버니 해피투게더 봤어요,0
공사판 포크레인이랑 레미콘 10톤트럭 다 청와대로 집결시켜라 동학농민 혁명의 시작이다.,1
주유소 세금 면제는 안해주나? 70%가 세금 이다.,1
너무도 이쁘고 멋진 미소이심,0
나라 밥 먹는 인간이 그런 짓 했다면 더 쏴죽여야지 ㅎ,1
헌재를 변호사가 협박하냐?,1
결국 최고미녀를 주머니에 담아가는군요!! 결혼축하합니다!!,0
음주운전 전과 3범 뭐냐 예비살인마;;,1
" 국가와 국민을 배신한 대통령 박근혜와 박근혜에 부역한 국가의 반역자들을 확실하게 뿌리뽑아, 불의와 불법이 나라를 좀먹지 못하도록 해야한다.",1
"국가 빌전은 공돌이들한테 기대면서 잘먹고 사는건 검사 의사 정치꾼등,. . .",1
날씨 드럽게 안맞네 초가을이 아니라 초겨울 날씨구만,1
대한민국 썩어도 너무 썩었다.,1
히잡써주는것만도 이미 평화주의 페미니스트란건데 여튼 강경파놈들이 문제임,1
방통위 여성부는 도대체 왜 있는지 모르는 부서,1
태동느낄때말고두 가만히있을때도그런특이?,0
39살 쳐먹고 잘하는 짓이다,1
증말 국가적 개썅것ㄹ,1
 아 개빡쳐!!!!!!!!!,1
당장 퇴출시켜라,1
 캐럿들은 오빠들이 그 소중한 무대에 원할때까지 올라갈수있도록 노력할게요ㅎ,0
 백종원님 덕분에 아빠들의 요리 솜씨가 상향 평준화되어 버려서 제 희소성이 떨어져 버렸거든요.,0
집단우울증에 빠져있던 대한민국을 살리는뉴스,0
지금 상황 같아선 전국민 들고 일어나서 청와대로 진격하고 싶다.,1
박정희 개 쩍빠리 새퀴때문에 기업위주 정책만 살리고 인권은 개돼지 수준,1
솔직히 맞는말이지 헌법위에 떼법을 일반국민도아닌 국회의원이란자들이,1
 닭대가리에 붙은 바퀴벌레들 역겹다.,1
오빠 신인때 야구 하는 모습을 보구 야구를 좋아하게 되었어여,0
CCTV가약이네요,0
서민들은 피눈물이 납니다,1
 오빠 졸업 축하하구!!,0
이원석이면 무난한 핫코너수비에 뻥뻥때리지는 못해도 한시즌 15~20개정도는 넘겨줄수있는 장타력갖춘 선수지~~~4위밑에 팀들은 당장가도 주전임...,0
공중파 첫1위!!,0
 나머지는 주둥이 닫고 묵념해라,1
축하합니다몸관리잘하시길,0
비자없으면 너네나라로 꺼져 범죄덩어리야,1
임금체벌에 고의재산은닉 걸리면 압류금액 삼대에 걸쳐 x2로해서 받는 법안 만들고 집행해라,1
조윤선 너무 이쁘다♡,0
권혁 술한잔하것네 ㅋ,0
생활속의 작은 기쁨 ㅎㅎ0,0
정말 인생을 멋지게 사시는 분입니다.,0
너무재미있음 오늘보러갔다왔는데..또보고싶음,0
이참에 바다속으로 사라져라,1
솔찍히 애둘러 말해봐도 결국 is는 이슬람이다...,1
중국짱깨들아 너희나라 어선들이나 원격조정해서 데려가라!,1
드러운 좃선tv 기사내용이네..,1
비와이 미리 ㅊㅋㅊㅋ,0
안민석 니 아이큐는 얼만데,1
어라 이거보고 인권단체에서 우리나라도 교도소에 에어컨 설치하자고 하는거 아니야,1
세금으로 비아그라 팔팔정 300개 사 쳐먹는 ㄴ이 넘어야 할 선같은 소리한다.,1
멋있는분이시네... 존경합니다,0
거짓말도 좀 그럴듯해야 믿는 척이라도 해주지 닭대가리하고 똑 같네,1
학원에서 어쩌다 보니 어느 여자 번호를 얻었어.,0
오빠오늘은 오빠가 태어난지 7000일되는날이예요!!,0
필리핀에서 죽는 사람 대부분 범죄와 관련된 사람들이고 한국인들이 관련되어 있다고 하더만.....,1
대표적 사기꾼국가,1
도와준색히들 다 잡아처넣어야한다,1
다들 어떻게 챙겨주셨는지 ㅠㅠ,0
박기자님 화이팅 입니다 수고,0
세금으로 니들 권력 유지하는데 쓰니 즐겁냐??,1
에슐리 영 안들어갔어 린가드야 기자야,1
 감사합니다.,0
김밥 맛있는 영국인들도 안다니 잘 되었다.,0
이제는 한국의 바이에른 뮌헨임.,0
8000억이 있는데도 삼성돈으로 생활비쓰다니.,1
댓글달아주신 여러분들 너무너무 감사해요...,0
지금 쪽빠리 걱정 할때냐 ????!,1
죄다 거짓말이니 어떤 허무맹랑한 루머가 나와도 아니라고 할수없네,1
나쁜여자 하나때문에 국민들 넘 고생 많네여~~,1
어제 밤 고생하시면서 평화로운 시위문화를 만들어 주신 분들께 감사드립니다,0
이슬람만이 김치년을 교육시킬 수 있다,1
로버츠 감독의 이해할수 없는 교체 타이밍 이였다,1
약물이나 승부조작에 대한건 없나?,1
지가유  왠만하면  티비를  잘 안보거덩유   근디   선상님  요리푸로는  재방으로라도  볼려고 애 쓰구만유    감사드려유~~~,0
 삼똥 은 이제 망망망한겨!!,1
옆차기하고 자빠졌네,1
쉬운 설명과 편안함으로 넘 매력적인 백주부님^^,0
 신난다 이제 놀자 유후ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,0
브렉시트 때랑 똑같네 ㅜㅜㅜ,1
교수들 비리 파헤치고 시위도 한 이대생들 대단하다,0
결국 돈때문에 결국 풀리는구나...,1
엘지에서 일하지만 엘지폰은 안쓴다,1
항상 응원하고있어요~!,0
갓흥민 아주 찬양해~~~~,0
한심한 개.......사ㅣ끼들!!!!!,1
언제는 셧다운제 때문이라며??,1
JTBC 진심쩐다.... 권력에 맞서네!,0
김앤장은 뭐하는 집단이냐.,1
이번 SP 007과 LP 거쉰보면서 정말 완벽한 모습에 다시한번 감탄했어요.,0
Mc몽 화이팅!!!!!가을음반 꼭성공하길,0
국민들을 우롱하지마라진짜,1
도니오빠도 하는 일들 모두 실타래 처럼 잘 풀렸음해요^^,0
지금 딱 70이예요!,0
찬헌아 첫승 축하해 ㅎㅎ,0
이런 어이 없는 상황 ...,1
힘내세요..서로 모르고 오행산 쌓이느니 이런 속시원한 해명글 좋네요,0
죄값치를생각은 죽어도 없고 니 밥그릇챙기기만 바쁘지,1
오호호호 ! 내일 하는군욥!,0
ㅋㅋㅋ 전세계 웃음거리 한국 대통령,0
결혼앞두고 큰돈 들어가는게 뻔히 보이는데 한푼이라도 아껴보려고 했던 아버지 마음을 알것같아 안타깝네요..,1
 그동안 양학만 하면서 꿀빨다가 중국한테도 쩔쩔매는 수준,1
재밌고 늘 행복해진답니다,0
오늘 첼시 경기력 지림,0
내사람이다...좋아해도된다 ..ㅋㅋ,0
순실이가 시키대마지막까지 꼭두각시놀음인가,1
네 그래야죠 뭐라하든 신경쓰실거없습니다 지금까지해온것처럼만 잘준비해주세요!!힘내세요 특검!!,0
우리 결혼했어요,0
통베전자 끝물로 가는듯ㅋㅋㅋㅋ,0
술처먹고 졸다보니 갓길로 기어들어가지,1
지루한 드라마는 제발 끝내자,1
저많은 우주쓰레기 위성들은 누가 치우냐..,1
승부조작한 선수들 싹다 잡아라 진심 토나온다,1
모가지를 따자! 아! 주어는 없습니다만...,1
질투의 화신이 너무 개꿀이다 ㅠㅠ,0
저사진 다시는 쓰지마.,1
근데 촛불집회....세월호...소녀상....만날 이런거나 하고 있으면 ...먹고살게 생기고 경제가 살아납니까?????,1
대본과 연출 좀 허접하지만 그래도 7프로대 드라마는 절대 아니다.,0
선동렬급 ㅋㅋㅋㅋㅋㅋㅋㅋ 존내 웃기다 ㅋㅋㅋㅋㅋ,0
좋은기사..한참동안 읽었네요^^,0
미친것들 시바 욕티나와 거지같은것들,1
 정말 내가 이런 것들이랑 같이 살고있다는게,1
이렇게 내조한답시고 빠질거면 애초에 시작을 말았으면,1
 그리고 기자가 빡대가리라 조사도 안했나본데 이미 멕시코-아메리카 국경에는 국경수비대와 장벽이 있음.,1
매일 신나는 하루하루^^,0
 경쟁할땐 경쟁하고 협력할 건 하는 프로배구 구단들 멋있다.,0
혼자지내고 나갈일도 없으니깐 50센치 눈폭탄 쏟아져라,1
야 보검아 벌써재밌다 ㅋㅋㅋㅋㅋㅋ,0
이상우 ㅜㅜ 예쁘게 사랑하세요,0
전 지금 새내기 커플이 됐는데ㅎㅎㅎ,0
오늘 판에 들어와 보았는데 메인에 있어서 놀랐어요^^,0
이게 다 돈받아 쳐먹은 닭순실 년들 때문이다.,1
레이더 공개해라. 잠수함도 없다며.,1
나이스~!!!!!!!!,0
역시 그 드러운피는 못속이는구나,1
박근혜 ㅋㅋㅋㅋㅋ조만간 좆되겄네,0
은퇴를 생각해야 하는 나이가가까와오는 이땅의 가장들에게늘 희망을 주고 계심에 항상 감사드립니다,0
저새끼 죽고싶나,1
막노동 비하하나???,1
이따 예밤에서 뵈요!!,0
이경재 이새끼 도대체 얼마나 받아처먹었을까,1
서민죽인 그네 정치다,1
아기보다 남편이 만져서 터질확률이 클듯.,1
정유라 .왕정시대때 공주였네.박그네두 그렇구..그렇담. 누구딸인지 답나오지않음?,1
 진짜 많이 기다렸던 공카가 드디어 열렸어요,0
빡대가리 인증 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
막가 얍샾 두놈이서 놀고 자빠졌구나 천벌받을 놈들이다.,1
 그 년이 연아님의 점수를 넘었다니 뭐니...,1
결국 제발등 찍기지. 사람들 해고하면 누가 무슨 소득으로 지출을 하냐.,1
백주부님 백종원님 사랑하고 존경합니다~~^^♡,0
치열하게는 개뿔 완전노잼 경기였는데,1
수고많았습니다.,0
"이명박이 타이밍은 멋지게 잡았는데, 공사가 엉망이라 가뭄에 효과도 없고....아까비....",1
박원숭은 대선나올생각도 하지마라,1
유엔역사 길이남을 무능아,1
하니는 천사임 날개는 잃어버림,0
어제 불후의 명곡도 너무 멋있었고 마마무분들이랑 바꿔서 무대한 데칼코마니도 대박이었어ㅠㅠ,0
부산 옆에 있는 NC는?????????? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
사랑해... 미안해...고마워.... 보고싶다 ㅠㅠ,0
뒤져서 내애인 하자^^고자야.^^,1
최순실처죽이고싶습니다.,1
일본이 한국호랑이 많이 잡아서 씨를 말리긴했음,1
서울구치소 윗대가리들 순실이 소속종교아니여?,1
이쯤되면 어디가 부칸이고 과연부칸만 세습하는건지 헷깔리기 시작했다...,1
앞으로는 국민을 섬겨야지 다스리려하지마라~.,1
화형!!화형!!,1
오늘 AAA 베스트 스타상 너무 축하하고 무대 8ㅁ8 파워풀 멋있었어요,0
아 증말 여의도 새누리 당사로 가자니깐,1
저거...얼마나갈까.대우조선...삼성..현대....대한민국 조선소가 힘들다....뭐하는짓이고.,1
우선 역대 대통령부터 다 반환 받도록 합시다.,1
뭔가 하는행동이 김상혁하고 평행이론이 느껴진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
돈 없다고 해도 사장 너네들은 외제차 끌고 다닐꺼잖아요 ㅋㅋㅋㅋㅋ,1
졸라 한가한 새뀌들....,0
열심히 하시는 모습이 보기 좋습니다!,0
조영남.신정아.똑같은것들끼리 붙어서 사기나 치고.사회에세 완전 매장시켜라.,1
과태료 500만원은 해야지 망할넘들아,1
해녀님들 열심히 하시는모습 보기좋아요!,0
샤머니즘의 시발점 고담구미 ㅋㅋㅋㅋㅋ,0
이 빌어쳐먹을 매국노년,1
이번에 기내에서 난동부린 놈의 여권도 영구 박탈해라!!,1
그냥 가볍게 보는게 맞는듯...,0
헬스장 몇년 다녀보니까 느끼는건데새해 첫 평일에는 사람들이 엄청 많습니다ㅋ,0
 그 돈 받자고 4대보험 포기하고 세금을 추가로 250조 걷겠다는데 제정신이면 반대하는게 정상인 아니냐?,1
발가락이 닮았어요~,0
김제동은 문재인이랑 놀아라 좌빨놈아,1
민주주의 국가에서 독재했다는거 자체가 범죄인데,1
저런사람들이 우리나라의 먹칠함;;;;;,1
한심한 한겨레여,1
순실재산 국고로 환원되야합니다!!!,1
그동안 고생많았습니다 시즌2로 꼭돌아와주세요~^^,0
그래도 당시에 잘했다고 생각하는데 ㅋㅋㅋ,0
이 순간이 훗날 역사에 기록돼서 다시는 박근혜 같은 년이 대통령 못하게 해야함,1
액스맨이 하나 있나보네 ㅋㅋ,0
어이고 쉬바 욕이 먼저 나온다,1
부패척결한다고 했던 사람이 오히려 부패를 먼저하네,1
삼성과 국내기업들은 비웃고 있을들...호갱님!,1
응원한다 약쟁이선수들 다물리쳐라,1
국민은 일류인데 윗대가리들은 삼류인 나라,1
 모든 것은 연아양의 선택이라고 믿고 싶네요.,0
오늘도 500원짜리 5개? 100원짜리 2개 주웠네 ~~~~,0
옛날 하고 다르다 국민들 다안다 찐자 바보로 아냐,1
유재석 오라버니 해피투게더 봤어요,0
운전면허시험 쉽게하고 기술사 시험 수준낮춘게 누구더라? 극형에 처해라,1
헐 대박!!!!!!!!!!신곡!!!!!!!!!!!!!!!,0
  당신의 노력과 열정...,0
정신안차리고 또 저러네 정신병원에 입원시켜야할듯,1
 내일과 또 제가 가는 내일모레 팬미팅도 멤버들과 캐럿들과 함께 즐거운 추억 많이 만들어요~~,0
우병우 나쁜 인간 그도 역시 그네의 도구. 죗값을 받으시오.,1
정말 카멜레온처럼 다양한 매력을 선보이고 있어서 박보검 참 좋다.,0
정말 잘 봤습니당,0
"강동원 하면 ""전우치"" 가 생각난다~우치야~유해진과 최고의 콤비!",0
 그와중에도 모두들 질서지키고 평화시위하는 시민의식에 감동받음,0
미친..진짜 사이코패스구나 담화도 다 개뻥이고,1
주댕이를 꼬매야 안짖지?,1
중구난방으로 설치된건 맞아 하지만 네비로미리안내해도 졷ㅡ만한 승용차 운전자들보면 바로앞까지 가서 속도 팍줄이거든 그런 놈들이 태반이지,1
동네 걸레하나 치우는데 너무들 고생하셨네요 국민여러분?,0
말타는걸 배워서 그런가 떡도 잘치나 보네ㅋㅋ,1
원래 코레일이 세금을 지원받으면서도 공무원 아니라고 나자빠지는 곳이다.,1
그려면서 저것도 창조경제라고 일관하겠지,1
김치년 무고범죄에 피해자만 욕하는 꼴이라니,1
방동민 선수 화이팅!,0
앞범버 보조범퍼에 커팅날 해머드릴 장착하고 밀어버리길,1
감빵가서 엄마 등이나 타고다녀라~,1
난 박명수 꼴보기 실어 안본지 몇년 됐다,1
우리나라는 범죄자들의 천국이구나..,1
나라를 절단 내자고 덤비네!!,1
신정락이랑 최재원이랑 같은급은 아니지,1
김경숙 학장 긴급 구속해야 할듯하네요 증거인멸의 유려가 있으니까요,1
존나 더워요,1
이럴때 이재용 최순실 더 파헤쳐야한다,1
감사합니다 조의연판사님 당신덕에 아직 대한민국은 정의가 살아있는듯 합니다 (꾸벅),0
대박! 흥민아 부상 당하지말고 이대로 간다면 더 좋은팀으로 갈수잇다,0
"새해에는 박근혜, 그 이름좀 안들었음 좋겠다!",1
본인앨범도아닌데 이 무슨..,1
맛있는것 많이 해줘서 감사해요~~,0
"나경원이 웬말이냐, 비박계는 각성하라! !나경원딸 대입부정, 친일파는 물러나라!!",1
갤럭시는 해외버전을 사야함~ 벌레들아,1
길은 오직 하나 당장 퇴진하고 깜방 가는길,1
사드가 자주국방이냐? 새대가리야. 에혀. 식민노예근성에 쩔어 있는 친일파 압잡이 놈들.,1
진짜 열심히한다 칭찬해,0
음식하기 정말 싫었는데달콤한 슈가보이님 등장으로흥미만땅~ㅎㅎ,0
안티하나추가요.....,1
뭐 큰약점 잡힌거 있으신가 어이가 없네,1
감히 그네 따위랑 날 비교해?,1
표정진짜 개 띠껍다 죽여블라,1
박근혜 정말 나쁜 사람입니다.,1
계속 폭탄 안고 있는 이유는 뭔가.,1
닥치고 애플이나 삼성이나 가격이나 내려라.,1
나나 연기 개 잘해!!!,0
딘딘이 하드캐리♡,0
열심히 나라 비판하고 권력 비판하고 그런 애들 중에서 제대로 군대 간 애들이 없는 것 같어?,1
진심으로 고맙고 사랑해요.,0
교도소 죄수들위한 특급포상 정유라,1
정신나간 멍청이들이 얼마를 받았길래 이런놈을지지하는지 역시 돈이면 되는구나,1
배신자들.,1
한국 늦게 출시하는 이유는 설마 삼성의 국가라서 그런거니 ... ㅋㅋ,1
어서 오시게,0
 대박 한편의 영화본듯~~!!!!ㅠㅠ,0
 이러니 범죄자들이 판치지,1
 무기징역 받아도 싸네.. ㅡㅡ,1
육아휴직가는것 좋은데 대체인력충원이 법제화되어있지않아 정작 같은부서 일하는사람들만 죽어난다,1
와이파이 짱짱맨~~~,0
맞아!!겨우 10번이 말이나 됩니까??,1
스타제국은 욕으로 망...,1
조센징들은 일일이 의미부여 안하면 살 수가 없나보다,1
저 사람들 유죄 받는날 빅사모 틀딱 늙은이들도 제발 같이 깜빵 가길 바랍니다.,1
친박친문 패권주의? 어디다 싸잡아서 갖다붙이고 있음? 이제 와서 아닌 척 발빼기 역겹다.,1
흰색 닭이 더 뚱뚱하네 그래서 아메리카에 비만이 많은가봄,1
국내용이네. .지레 겁 먹었네..,1
"박근혜와 최순실, 그리고 거짓을 일삼았던 모든 죄인들과 그들의 자녀가 모두 시력을 잃고 암흑속에서 살다가 처참한 고통을 느끼고 회개할수 있는 길을 열어주소서",1
진작에 정유라 조저야 순시리 다불지 창창한애 50년 썩어라 이럼 된다,1
기자님 좋은기사 감사감사!!!!!!,0
아티스트를 그렇게 대우하고 너네가 문화를 만드는 기업이냐,1
축하 오직 폰만 축하드려요,0
엽기적인 악마다 머리털 다 뽑고 수장시켜야 한다,1
그러니 니네는 안돼,1
둘다 자알 생겨따^^,0
아수라가 생각보다 재미가없엇고 럭키가 생각보다 너무 재밋어서 입소문으로 대박남ㅋㅋㅋ,0
저년 혓바닥을 짤라야 바른말 할려나,1
청와대 약 모조리 빼라!!!,1
작가가 미쳤나봐요,1
뭔개망신이여 어이.,1
최순실을 사형해라!!!!!!!,1
그래두 일본시민인데 우리나라 편들어주는거 고맙다. 당연한거지만,0
하기 싫음 하지마! 콰아아아,1
올해 최고의 망언,1
떳떳하면 조사받아라!,1
보수는 아니지 친일 매국노지,1
아빠 넘 귀여우시다..,0
그 와중에 게임하는 천명훈 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
 솔직히 나만큼 너좋아해준 사람 없다고 뻥 찼네요 ㅋㅋㅋㅋㅋ,0
삼성 호구들이 모여사는 나란데...금방 끝날거야...,1
도대체 아는게 뮌데,1
도깨비2 스포 공유 첫번째 대사 : 어떻게 사랑이 변하니....,0
애국시민이요..친박단체가 아니라..기자들은 공정보도하시오..,1
저런 개노잼은 살다살다 처음임 무도에서 조차도 못살려 ㅋㅋㅋ 노답,1
요리의 신세계를 알게 되었네요,0
누구한테 신고하냐???,1
원정출산을 막아주신다니 너무도 황공하옵니다 트럼프씨ㅋㅋ,0
김동현 선수 아주 존경해~^^*,0
95프로의 국민을 빨갱이로 모는게 말이되냐,1
다음 작품에서는 어떤 모습일지 늘 기대되는 배우. 담백한 스타일의 연기가 넘 좋다.,0
내 정보가 팔렸는데 ..,1
시발 저년 주리를 틀어야지 아오,1
거짓말을 하게 만든사람은 누구입니깡,1
감사합니다ㆍ,0
저것도 탄핵 되야 하는데 미국 뭐하냐???,1
지훈이 오빠 생일 축하해용!,0
그네가 시켰다..순실이통해서,1
북한군이 개입했다는 탈북자 증언들은 묵살하면서 편파보도만 일삼는구만,1
국민이 고통받는데 국가는 무엇을 위해 방치하는가?,1
김진태 쓰펄 국회의원도 이번이끝이다쓰펄 자식,1
남녀주인공 일단 비쥬얼은 최고.,0
아예 국립현충원에서 해라 씹빡들아,1
유재석도 나갔으면 좋겠다 그냥 원년멤버들 다 나갔으면 좋겠다 sbs 엿먹여줘,1
성형시술이 기사감 일까?,1
팬들힌테 모자 벗고 답례할때 너무 멋있었다외쳐 장잘샀 !!,0
세상에 미녀는 많고 내것은 없다,1
화웨이 태생 생각해보면 개인정보 유출에 도청까지 안하리라는 보장이 없는데 왜 사냐?,1
 왠 호들갑이야 때리고쳐야하는건 지도어쩌고가아니라 윗대가리들이야,1
 대한민국에서절대살수없길바랍니다~!!!,1
윗대가리들이 하도 똥을 싸질러 놔서 아랫 사람들만 힘들구나...,1
박보검 차기작 영화 드라마 대박나길 기도합니다!~^^,0
지가 기획했네 ㄷㄷㄷㄷ 뻔히보인다 보여,1
비오긴 오니? 구라청 진짜 죽여버리고싶네,1
바가지 쉬우더니 벌받은거임 ㅋ,0
이제 깔게없으니까 초단위로 표정계산ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 좌좀들 눈물겹다 ㅠㅠb,1
연아 화이팅 대한민국 만세!!!,0
근혜 요즘주사안맞나 피곤해보이네,1
 남의 아픔을 돈벌이로 이용하다니,1
머리에똥만 차서 그런가보다,1
역시 개돼지 수준하고는ㅋㅋ,1
천벌 천언벌 천언벌얼,1
더러운 것들..이제 현대차는 절대 사지 않겠다,1
전 더욱더 대단한 사람은형돈이 오빠인것같아요..,0
뭐하러 질문 하는거야?? 서로 대본 읽는것 같아,1
둘다 진짜 대단하다...,0
국민들 정말 멋지십니다..,0
나도 같이 울었음....,0
따라하기 쉬운 요리법 감사합니다 .,0
김상혁도 운주운전하고 안했다고 구라쳤다가 10년넘게 공중파 못나오고 있는데 노홍철은 잘만 나오고..키야~~,1
에효.. 개 쓰바랄 색기들...,1
 드라마화가 뭐 오나귀 가 좀 특별나게 재밌었지만 이것도 좀 재밋어요,0
이런새끼들이 기득권을 장악하고있으니 한국은 발전가능성 제로다.,1
이제 화염병 들 때가 됐다~,1
이대로면 살기위해 이민가거나 폐병걸려죽거나다들뜨면....어쩔겁니까...,1
개정현이 염병을 하네.,1
못사는것들 ㅂㄷㅂㄷ,1
 문제는 둘다 노무현 따까리들이라서 동족상잔이 되거든. ㅋㅋㅋㅋ,1
사귄연예인만해도. .. . 난잡해보임,1
 나라를 위해 희생한 국군이 우습냐?,1
그냥 지잡대나 가지 나라를 시끄럽게하냐,1
이좈같은 나라는 저런형량 절대안나오지,1
찌저쥭일넘,1
" 국민들은 이 엄동설한 먹고살위해서 일하다 죽고, 부상당하고, 시위까지하느라 고통스러운데~",1
뻔히 예비군 다녀온거 아는데무슨 배에 테러리스트가 있나,1
"노동,민중만 나오면 섬짓하고 싫은것이 나만 그런가.",1
비온다고 또 떠들어재껴봐,1
가난한 아이가 더럽다는 건 편견 아닌가?,1
지현아 대상도 안주고 열받는데 그냥 촬영하지마,1
이젠 탄핵만으로 안되지 죄값읗 치러야한ㄷㄱㆍ,1
와 멋있다 진짜 남자답다.,0
백샘 덕분입니다.,0
다른사람도 아니고 어떻게 대통령이 가명을쓰고 저런행동을했을까....,1
글~구 생일 축하혀유~~~^^,0
 최순실이 일가와 관련자들 사익에 일조한것이 얼울하십니까?,1
자랑하셔도 될정도의 휼륭한일을 하신겁니다,0
니넘들 말장난도 지겹다!!,1
여자친구 나온다고 해서 간만에 방송봤는데 참... 무도가 어찌 이리 변했냐,1
 이게 나라냐!!!!!,1
 정말 내가 피눈물 난다..,1
기사 또 변경했다 진짜인가보다..,1
극우단체 입니다 저들은,1
촬영에 애정이 많다니 진짜 좋은 배우인듯 류준열ㅠㅠ,0
마음으로는 열두번도 더 불태우고 싶다.,1
하는짓이라곤 맘에드는게 없네 ㅉㅉㅉ,1
스마트폰으로 할수있는게 너무많아서 더하게 되고 더많이 전자파에 노출되는것 같다,1
지난 삼성전에 6실점하고 승리하신것 넘 추카추카 드리구요,0
 우리날에 모 여배우 엄마도 개와 같이 미친것 같더라,1
 내가오빠연락기다릴때 오빤 그잠깐시간내서 오빠지금뭐하는중이니까 이따 연락할께.,1
 감사합니다.,0
닭그네 대신에 애꿎은 조류들만 죽어나가네 ㅋ,1
염색모발은 사용불가라 하던데 화학처리 하기때문에 안된다며....,1
개돼지들 입에 거품 물기는.... 그래봐야 탄핵 기각된다,1
 집밥 백선생님 프로 너무 감사하고 좋아요!~~,0
 정말 웃긴넘들이네,1
언제부터 정상급3루수야 ㅋㅋㅋㅋ,1
그만큼 꼴통들이 갱상도에 모여있단 뜻...,1
싸가지없는girl 하고 girl크러쉬 구분도 못하냐 꺼져,1
무도는 레전드만 내보내도 6개월은 떼울 수 있음ㅋㅋㅋ,0
축하합니다 굿,0
네이버 95프로는 기사와 여론을 조작한다고 보면됨,1
건강하긴 개뿔 건강해;;;,1
    김연아님 진심으로 축하합니다. ^^,0
보수 욕먹이지마라 수꼴들아,1
시간 끌지마라.,1
항상 감사합니다^^,0
좋은소식이다 전부 일본으로 몰려가라,0
아 진짜 헬조선은 헬국민이 만든다.,1
잘난체 하다가 포르노대통령의 위기 나라망신만 시켰네,1
폭탄 제조법 어디서 봤더라 저기 던지면 빨갱이 마이 잡긋다,0
 응원해드려요~~!!,0
덕분에 새댁이 헤매지 않을 수 있게 되었어요 ^^,0
정말 하는 짓거리들이 말종이구나,1
 생일 진심으로 축하하고 좋은 하루 보내요^^,0
특검 멋짐!!,0
이럴때만 국민들 걱정하는척,1
뉴미디어부랑 버 러지연합 들어왔나..비추를 누르네,1
대단한 분이시네요... 감사 드립니다,0
노후차 수리비나 지원해라,1
제발 좀 꺼져라 망할x년아,1
이경제 염병하네 최순실 염병하네 박그네 염병하네 정유라 염병하네,1
안쓰는 사람이 없네........ 저먼지가 곧....ㅜ,1
증거 인멸하려 죽였군 누굴까 ..유서.외상없음.. 지문없음.. 전문 킬러짓이다 아파트 cctv 확보해 약물조사 의뢰하고,1
대통령이 아니고 여왕인줄 알았나,1
 내거 믿는 진실은 결국은 거짓선동인가?,1
자영업자들이나 관리똑바로해라,1
나 전경때는 좀비들 보이는데로 후들겨팻다,1
